Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn)
Tafjord;SN60500;20.01.2007;2,4
Tafjord;SN60500;21.01.2007;-1,5
Tafjord;SN60500;22.01.2007;-1,5
Tafjord;SN60500;23.01.2007;-1,7
Tafjord;SN60500;24.01.2007;-6,7
Tafjord;SN60500;25.01.2007;-1,7
Tafjord;SN60500;26.01.2007;-0,1
Tafjord;SN60500;27.01.2007;-2,1
Tafjord;SN60500;28.01.2007;-1
Tafjord;SN60500;29.01.2007;0,7
Tafjord;SN60500;30.01.2007;1,6
Tafjord;SN60500;31.01.2007;2
Tafjord;SN60500;01.02.2007;1,7
Tafjord;SN60500;02.02.2007;2,5
Tafjord;SN60500;03.02.2007;2,7
Tafjord;SN60500;04.02.2007;1,9
Tafjord;SN60500;05.02.2007;-0,2
Tafjord;SN60500;06.02.2007;-5,7
Tafjord;SN60500;07.02.2007;-7,8
Tafjord;SN60500;08.02.2007;-9,2
Tafjord;SN60500;09.02.2007;-8,9
Tafjord;SN60500;10.02.2007;-9,3
Tafjord;SN60500;11.02.2007;-2,1
Tafjord;SN60500;12.02.2007;-2,7
Tafjord;SN60500;13.02.2007;-0,7
Tafjord;SN60500;14.02.2007;1,2
Tafjord;SN60500;15.02.2007;4,9
Tafjord;SN60500;16.02.2007;8,8
Tafjord;SN60500;17.02.2007;5,3
Tafjord;SN60500;18.02.2007;2,4
Tafjord;SN60500;19.02.2007;2,2
Tafjord;SN60500;20.02.2007;-1
Tafjord;SN60500;21.02.2007;-3,9
Tafjord;SN60500;22.02.2007;-2,4
Tafjord;SN60500;23.02.2007;1
Tafjord;SN60500;24.02.2007;4,5
Tafjord;SN60500;25.02.2007;4
Tafjord;SN60500;26.02.2007;3,8
Tafjord;SN60500;27.02.2007;1,2
Tafjord;SN60500;28.02.2007;4,7
Tafjord;SN60500;01.03.2007;6,6
Tafjord;SN60500;02.03.2007;2,4
Tafjord;SN60500;03.03.2007;1,9
Tafjord;SN60500;04.03.2007;5,9
Tafjord;SN60500;05.03.2007;8,3
Tafjord;SN60500;06.03.2007;7,9
Tafjord;SN60500;07.03.2007;8,5
Tafjord;SN60500;08.03.2007;6,8
Tafjord;SN60500;09.03.2007;7,6
Tafjord;SN60500;10.03.2007;5
Tafjord;SN60500;11.03.2007;5,7
Tafjord;SN60500;12.03.2007;5
Tafjord;SN60500;13.03.2007;6,7
Tafjord;SN60500;14.03.2007;5,6
Tafjord;SN60500;15.03.2007;9,2
Tafjord;SN60500;16.03.2007;5,7
Tafjord;SN60500;17.03.2007;1,9
Tafjord;SN60500;18.03.2007;4,3
Tafjord;SN60500;19.03.2007;1,4
Tafjord;SN60500;20.03.2007;0,9
Tafjord;SN60500;21.03.2007;2,5
Tafjord;SN60500;22.03.2007;3,3
Tafjord;SN60500;23.03.2007;8,3
Tafjord;SN60500;24.03.2007;9,1
Tafjord;SN60500;25.03.2007;9,9
Tafjord;SN60500;26.03.2007;6
Tafjord;SN60500;27.03.2007;7,1
Tafjord;SN60500;28.03.2007;10,8
Tafjord;SN60500;29.03.2007;9,1
Tafjord;SN60500;30.03.2007;5,6
Tafjord;SN60500;31.03.2007;3,2
Tafjord;SN60500;01.04.2007;3,9
Tafjord;SN60500;02.04.2007;5,1
Tafjord;SN60500;03.04.2007;4,3
Tafjord;SN60500;04.04.2007;6,3
Tafjord;SN60500;05.04.2007;1,9
Tafjord;SN60500;06.04.2007;0,3
Tafjord;SN60500;07.04.2007;-0,1
Tafjord;SN60500;08.04.2007;1,1
Tafjord;SN60500;09.04.2007;2,8
Tafjord;SN60500;10.04.2007;5,4
Tafjord;SN60500;11.04.2007;3,3
Tafjord;SN60500;12.04.2007;5,9
Tafjord;SN60500;13.04.2007;10,1
Tafjord;SN60500;14.04.2007;13,4
Tafjord;SN60500;15.04.2007;12,6
Tafjord;SN60500;16.04.2007;9,9
Tafjord;SN60500;17.04.2007;5,6
Tafjord;SN60500;18.04.2007;5,4
Tafjord;SN60500;19.04.2007;2,3
Tafjord;SN60500;20.04.2007;1,4
Tafjord;SN60500;21.04.2007;9,6
Tafjord;SN60500;22.04.2007;9,3
Tafjord;SN60500;23.04.2007;9,7
Tafjord;SN60500;24.04.2007;14,1
Tafjord;SN60500;25.04.2007;13
Tafjord;SN60500;26.04.2007;10,4
Tafjord;SN60500;27.04.2007;6,7
Tafjord;SN60500;28.04.2007;9,2
Tafjord;SN60500;29.04.2007;8,7
Tafjord;SN60500;30.04.2007;8,1
Tafjord;SN60500;01.05.2007;7,5
Tafjord;SN60500;02.05.2007;7,6
Tafjord;SN60500;03.05.2007;7
Tafjord;SN60500;04.05.2007;8
Tafjord;SN60500;05.05.2007;8,6
Tafjord;SN60500;06.05.2007;10,3
Tafjord;SN60500;07.05.2007;11,7
Tafjord;SN60500;08.05.2007;8,1
Tafjord;SN60500;09.05.2007;5,6
Tafjord;SN60500;10.05.2007;6
Tafjord;SN60500;11.05.2007;5,9
Tafjord;SN60500;12.05.2007;7,1
Tafjord;SN60500;13.05.2007;7,5
Tafjord;SN60500;14.05.2007;5,4
Tafjord;SN60500;15.05.2007;6,2
Tafjord;SN60500;16.05.2007;6,8
Tafjord;SN60500;17.05.2007;7,1
Tafjord;SN60500;18.05.2007;11,8
Tafjord;SN60500;19.05.2007;12
Tafjord;SN60500;20.05.2007;11,9
Tafjord;SN60500;21.05.2007;12,1
Tafjord;SN60500;22.05.2007;11,4
Tafjord;SN60500;23.05.2007;9,1
Tafjord;SN60500;24.05.2007;9,9
Tafjord;SN60500;25.05.2007;9,5
Tafjord;SN60500;26.05.2007;8,4
Tafjord;SN60500;27.05.2007;8,8
Tafjord;SN60500;28.05.2007;12
Tafjord;SN60500;29.05.2007;17,1
Tafjord;SN60500;30.05.2007;17,6
Tafjord;SN60500;31.05.2007;14,1
Tafjord;SN60500;01.06.2007;15,4
Tafjord;SN60500;02.06.2007;15,8
Tafjord;SN60500;03.06.2007;14,7
Tafjord;SN60500;04.06.2007;13,2
Tafjord;SN60500;05.06.2007;14,2
Tafjord;SN60500;06.06.2007;16,3
Tafjord;SN60500;07.06.2007;16,5
Tafjord;SN60500;08.06.2007;15,6
Tafjord;SN60500;09.06.2007;16,6
Tafjord;SN60500;10.06.2007;15,6
Tafjord;SN60500;11.06.2007;14,5
Tafjord;SN60500;12.06.2007;10,8
Tafjord;SN60500;13.06.2007;7,4
Tafjord;SN60500;14.06.2007;8,2
Tafjord;SN60500;15.06.2007;10
Tafjord;SN60500;16.06.2007;9,1
Tafjord;SN60500;17.06.2007;14,3
Tafjord;SN60500;18.06.2007;14
Tafjord;SN60500;19.06.2007;12,4
Tafjord;SN60500;20.06.2007;14
Tafjord;SN60500;21.06.2007;15,4
Tafjord;SN60500;22.06.2007;15,4
Tafjord;SN60500;23.06.2007;14,7
Tafjord;SN60500;24.06.2007;13
Tafjord;SN60500;25.06.2007;14,2
Tafjord;SN60500;26.06.2007;14,8
Tafjord;SN60500;27.06.2007;14,5
Tafjord;SN60500;28.06.2007;12,6
Tafjord;SN60500;29.06.2007;13,1
Tafjord;SN60500;30.06.2007;14,3
Tafjord;SN60500;01.07.2007;16,3
Tafjord;SN60500;02.07.2007;19,1
Tafjord;SN60500;03.07.2007;19,9
Tafjord;SN60500;04.07.2007;20,1
Tafjord;SN60500;05.07.2007;20,5
Tafjord;SN60500;06.07.2007;20,3
Tafjord;SN60500;07.07.2007;19,9
Tafjord;SN60500;08.07.2007;17,8
Tafjord;SN60500;09.07.2007;14,5
Tafjord;SN60500;10.07.2007;14
Tafjord;SN60500;11.07.2007;13,9
Tafjord;SN60500;12.07.2007;12,9
Tafjord;SN60500;13.07.2007;13,8
Tafjord;SN60500;14.07.2007;14,5
Tafjord;SN60500;15.07.2007;14,4
Tafjord;SN60500;16.07.2007;15,9
Tafjord;SN60500;17.07.2007;15,4
Tafjord;SN60500;18.07.2007;13,8
Tafjord;SN60500;19.07.2007;12
Tafjord;SN60500;20.07.2007;12,7
Tafjord;SN60500;21.07.2007;12,7
Tafjord;SN60500;22.07.2007;15
Tafjord;SN60500;23.07.2007;14,6
Tafjord;SN60500;24.07.2007;15,8
Tafjord;SN60500;25.07.2007;15,2
Tafjord;SN60500;26.07.2007;15,6
Tafjord;SN60500;27.07.2007;14,8
Tafjord;SN60500;28.07.2007;13,4
Tafjord;SN60500;29.07.2007;14,1
Tafjord;SN60500;30.07.2007;12,2
Tafjord;SN60500;31.07.2007;12,6
Tafjord;SN60500;01.08.2007;12,4
Tafjord;SN60500;02.08.2007;14,1
Tafjord;SN60500;03.08.2007;12,6
Tafjord;SN60500;04.08.2007;17,4
Tafjord;SN60500;05.08.2007;16
Tafjord;SN60500;06.08.2007;19,9
Tafjord;SN60500;07.08.2007;22,5
Tafjord;SN60500;08.08.2007;16,4
Tafjord;SN60500;09.08.2007;14,6
Tafjord;SN60500;10.08.2007;16,3
Tafjord;SN60500;11.08.2007;15,8
Tafjord;SN60500;12.08.2007;15,2
Tafjord;SN60500;13.08.2007;15,4
Tafjord;SN60500;14.08.2007;15
Tafjord;SN60500;15.08.2007;18,7
Tafjord;SN60500;16.08.2007;17,3
Tafjord;SN60500;17.08.2007;14,7
Tafjord;SN60500;18.08.2007;12,7
Tafjord;SN60500;19.08.2007;11,1
Tafjord;SN60500;20.08.2007;13
Tafjord;SN60500;21.08.2007;15,2
Tafjord;SN60500;22.08.2007;14,2
Tafjord;SN60500;23.08.2007;12,1
Tafjord;SN60500;24.08.2007;14,4
Tafjord;SN60500;25.08.2007;13,2
Tafjord;SN60500;26.08.2007;10,9
Tafjord;SN60500;27.08.2007;7,6
Tafjord;SN60500;28.08.2007;7,7
Tafjord;SN60500;29.08.2007;8,3
Tafjord;SN60500;30.08.2007;7,7
Tafjord;SN60500;31.08.2007;8,9
Tafjord;SN60500;01.09.2007;6,7
Tafjord;SN60500;02.09.2007;11,3
Tafjord;SN60500;03.09.2007;5,6
Tafjord;SN60500;04.09.2007;9,1
Tafjord;SN60500;05.09.2007;11,6
Tafjord;SN60500;06.09.2007;11,6
Tafjord;SN60500;07.09.2007;11,7
Tafjord;SN60500;08.09.2007;11,1
Tafjord;SN60500;09.09.2007;10,4
Tafjord;SN60500;10.09.2007;10,2
Tafjord;SN60500;11.09.2007;11
Tafjord;SN60500;12.09.2007;9,6
Tafjord;SN60500;13.09.2007;8,8
Tafjord;SN60500;14.09.2007;12,6
Tafjord;SN60500;15.09.2007;6,2
Tafjord;SN60500;16.09.2007;10,2
Tafjord;SN60500;17.09.2007;6,9
Tafjord;SN60500;18.09.2007;5,5
Tafjord;SN60500;19.09.2007;8,3
Tafjord;SN60500;20.09.2007;10,6
Tafjord;SN60500;21.09.2007;9,7
Tafjord;SN60500;22.09.2007;9,8
Tafjord;SN60500;23.09.2007;13,5
Tafjord;SN60500;24.09.2007;16,1
Tafjord;SN60500;25.09.2007;15,4
Tafjord;SN60500;26.09.2007;8,7
Tafjord;SN60500;27.09.2007;5,4
Tafjord;SN60500;28.09.2007;5,4
Tafjord;SN60500;29.09.2007;10,2
Tafjord;SN60500;30.09.2007;12,1
Tafjord;SN60500;01.10.2007;9,2
Tafjord;SN60500;02.10.2007;9,3
Tafjord;SN60500;03.10.2007;8,9
Tafjord;SN60500;04.10.2007;9
Tafjord;SN60500;05.10.2007;6,3
Tafjord;SN60500;06.10.2007;13,5
Tafjord;SN60500;07.10.2007;8,5
Tafjord;SN60500;08.10.2007;6,7
Tafjord;SN60500;09.10.2007;3,6
Tafjord;SN60500;10.10.2007;5,1
Tafjord;SN60500;11.10.2007;7,7
Tafjord;SN60500;12.10.2007;5,5
Tafjord;SN60500;13.10.2007;8,6
Tafjord;SN60500;14.10.2007;11,3
Tafjord;SN60500;15.10.2007;10,6
Tafjord;SN60500;16.10.2007;10,3
Tafjord;SN60500;17.10.2007;5,9
Tafjord;SN60500;18.10.2007;4
Tafjord;SN60500;19.10.2007;4,3
Tafjord;SN60500;20.10.2007;6,3
Tafjord;SN60500;21.10.2007;8,3
Tafjord;SN60500;22.10.2007;11,7
Tafjord;SN60500;23.10.2007;6,6
Tafjord;SN60500;24.10.2007;6,1
Tafjord;SN60500;25.10.2007;5,8
Tafjord;SN60500;26.10.2007;15,2
Tafjord;SN60500;27.10.2007;10,3
Tafjord;SN60500;28.10.2007;12,5
Tafjord;SN60500;29.10.2007;8
Tafjord;SN60500;30.10.2007;4,7
Tafjord;SN60500;31.10.2007;6,1
Tafjord;SN60500;01.11.2007;5,4
Tafjord;SN60500;02.11.2007;2,9
Tafjord;SN60500;03.11.2007;7
Tafjord;SN60500;04.11.2007;3,3
Tafjord;SN60500;05.11.2007;8,2
Tafjord;SN60500;06.11.2007;2,4
Tafjord;SN60500;07.11.2007;1,5
Tafjord;SN60500;08.11.2007;4,6
Tafjord;SN60500;09.11.2007;1,9
Tafjord;SN60500;10.11.2007;0,8
Tafjord;SN60500;11.11.2007;0,4
Tafjord;SN60500;12.11.2007;1
Tafjord;SN60500;13.11.2007;1,8
Tafjord;SN60500;14.11.2007;-0,6
Tafjord;SN60500;15.11.2007;1,1
Tafjord;SN60500;16.11.2007;2,1
Tafjord;SN60500;17.11.2007;3,9
Tafjord;SN60500;18.11.2007;7,1
Tafjord;SN60500;19.11.2007;1,1
Tafjord;SN60500;20.11.2007;3,9
Tafjord;SN60500;21.11.2007;0,3
Tafjord;SN60500;22.11.2007;1,3
Tafjord;SN60500;23.11.2007;0
Tafjord;SN60500;24.11.2007;5,8
Tafjord;SN60500;25.11.2007;0,8
Tafjord;SN60500;26.11.2007;0
Tafjord;SN60500;27.11.2007;-0,9
Tafjord;SN60500;28.11.2007;2,4
Tafjord;SN60500;29.11.2007;6,2
Tafjord;SN60500;30.11.2007;6
Tafjord;SN60500;01.12.2007;6,2
Tafjord;SN60500;02.12.2007;1,9
Tafjord;SN60500;03.12.2007;-0,3
Tafjord;SN60500;04.12.2007;0,7
Tafjord;SN60500;05.12.2007;8
Tafjord;SN60500;06.12.2007;3,6
Tafjord;SN60500;07.12.2007;1,5
Tafjord;SN60500;08.12.2007;1,8
Tafjord;SN60500;09.12.2007;-0,7
Tafjord;SN60500;10.12.2007;-4,6
Tafjord;SN60500;11.12.2007;-2,3
Tafjord;SN60500;12.12.2007;4,5
Tafjord;SN60500;13.12.2007;5,7
Tafjord;SN60500;14.12.2007;2
Tafjord;SN60500;15.12.2007;2,3
Tafjord;SN60500;16.12.2007;-0,9
Tafjord;SN60500;17.12.2007;-2,8
Tafjord;SN60500;18.12.2007;-5,6
Tafjord;SN60500;19.12.2007;-3,4
Tafjord;SN60500;20.12.2007;-0,1
Tafjord;SN60500;21.12.2007;-0,4
Tafjord;SN60500;22.12.2007;-3
Tafjord;SN60500;23.12.2007;3,8
Tafjord;SN60500;24.12.2007;8,2
Tafjord;SN60500;25.12.2007;3,1
Tafjord;SN60500;26.12.2007;6,2
Tafjord;SN60500;27.12.2007;10,1
Tafjord;SN60500;28.12.2007;3,4
Tafjord;SN60500;29.12.2007;2,7
Tafjord;SN60500;30.12.2007;1,2
Tafjord;SN60500;31.12.2007;1,7
Tafjord;SN60500;01.01.2008;-0,2
Tafjord;SN60500;02.01.2008;2,6
Tafjord;SN60500;03.01.2008;0,2
Tafjord;SN60500;04.01.2008;1,5
Tafjord;SN60500;05.01.2008;2,8
Tafjord;SN60500;06.01.2008;3,7
Tafjord;SN60500;07.01.2008;4,2
Tafjord;SN60500;08.01.2008;5,5
Tafjord;SN60500;09.01.2008;6,1
Tafjord;SN60500;10.01.2008;5,3
Tafjord;SN60500;11.01.2008;3,2
Tafjord;SN60500;12.01.2008;1,6
Tafjord;SN60500;13.01.2008;2,3
Tafjord;SN60500;14.01.2008;7,8
Tafjord;SN60500;15.01.2008;8,6
Tafjord;SN60500;16.01.2008;2,3
Tafjord;SN60500;17.01.2008;1,2
Tafjord;SN60500;18.01.2008;4,1
Tafjord;SN60500;19.01.2008;4,3
Tafjord;SN60500;20.01.2008;0,5
Tafjord;SN60500;21.01.2008;-1,1
Tafjord;SN60500;22.01.2008;-4,7
Tafjord;SN60500;23.01.2008;6
Tafjord;SN60500;24.01.2008;3
Tafjord;SN60500;25.01.2008;2,9
Tafjord;SN60500;26.01.2008;0,6
Tafjord;SN60500;27.01.2008;0,4
Tafjord;SN60500;28.01.2008;2,7
Tafjord;SN60500;29.01.2008;2,6
Tafjord;SN60500;30.01.2008;1,7
Tafjord;SN60500;31.01.2008;5,9
Tafjord;SN60500;01.02.2008;3,5
Tafjord;SN60500;02.02.2008;-4,1
Tafjord;SN60500;03.02.2008;-0,8
Tafjord;SN60500;04.02.2008;5,5
Tafjord;SN60500;05.02.2008;6,4
Tafjord;SN60500;06.02.2008;5,7
Tafjord;SN60500;07.02.2008;3,4
Tafjord;SN60500;08.02.2008;8,6
Tafjord;SN60500;09.02.2008;6,3
Tafjord;SN60500;10.02.2008;3,7
Tafjord;SN60500;11.02.2008;2,5
Tafjord;SN60500;12.02.2008;2,8
Tafjord;SN60500;13.02.2008;3
Tafjord;SN60500;14.02.2008;1
Tafjord;SN60500;15.02.2008;-1,5
Tafjord;SN60500;16.02.2008;0,6
Tafjord;SN60500;17.02.2008;2,5
Tafjord;SN60500;18.02.2008;3,1
Tafjord;SN60500;19.02.2008;3,6
Tafjord;SN60500;20.02.2008;4
Tafjord;SN60500;21.02.2008;8,5
Tafjord;SN60500;22.02.2008;0,9
Tafjord;SN60500;23.02.2008;3,6
Tafjord;SN60500;24.02.2008;5
Tafjord;SN60500;25.02.2008;0,8
Tafjord;SN60500;26.02.2008;5,4
Tafjord;SN60500;27.02.2008;1,4
Tafjord;SN60500;28.02.2008;1,5
Tafjord;SN60500;29.02.2008;3
Tafjord;SN60500;01.03.2008;6,9
Tafjord;SN60500;02.03.2008;1,8
Tafjord;SN60500;03.03.2008;-0,5
Tafjord;SN60500;04.03.2008;-2,7
Tafjord;SN60500;05.03.2008;0,7
Tafjord;SN60500;06.03.2008;1,9
Tafjord;SN60500;07.03.2008;3,5
Tafjord;SN60500;08.03.2008;7,7
Tafjord;SN60500;09.03.2008;8,7
Tafjord;SN60500;10.03.2008;7,4
Tafjord;SN60500;11.03.2008;8,3
Tafjord;SN60500;12.03.2008;8,8
Tafjord;SN60500;13.03.2008;6,2
Tafjord;SN60500;14.03.2008;4,7
Tafjord;SN60500;15.03.2008;3,6
Tafjord;SN60500;16.03.2008;1,2
Tafjord;SN60500;17.03.2008;0,1
Tafjord;SN60500;18.03.2008;0,5
Tafjord;SN60500;19.03.2008;0,6
Tafjord;SN60500;20.03.2008;1,8
Tafjord;SN60500;21.03.2008;0,7
Tafjord;SN60500;22.03.2008;-5,1
Tafjord;SN60500;23.03.2008;-3,7
Tafjord;SN60500;24.03.2008;-3
Tafjord;SN60500;25.03.2008;-3
Tafjord;SN60500;26.03.2008;-1,2
Tafjord;SN60500;27.03.2008;-0,7
Tafjord;SN60500;28.03.2008;3,1
Tafjord;SN60500;29.03.2008;8,1
Tafjord;SN60500;30.03.2008;8,7
Tafjord;SN60500;31.03.2008;8,9
Tafjord;SN60500;01.04.2008;9,6
Tafjord;SN60500;02.04.2008;8
Tafjord;SN60500;03.04.2008;5,5
Tafjord;SN60500;04.04.2008;5,2
Tafjord;SN60500;05.04.2008;2,4
Tafjord;SN60500;06.04.2008;4
Tafjord;SN60500;07.04.2008;7,6
Tafjord;SN60500;08.04.2008;7,3
Tafjord;SN60500;09.04.2008;4,1
Tafjord;SN60500;10.04.2008;4
Tafjord;SN60500;11.04.2008;6,2
Tafjord;SN60500;12.04.2008;6,5
Tafjord;SN60500;13.04.2008;7,2
Tafjord;SN60500;14.04.2008;4,7
Tafjord;SN60500;15.04.2008;3,7
Tafjord;SN60500;16.04.2008;3,1
Tafjord;SN60500;17.04.2008;3,4
Tafjord;SN60500;18.04.2008;3,5
Tafjord;SN60500;19.04.2008;4,3
Tafjord;SN60500;20.04.2008;4,3
Tafjord;SN60500;21.04.2008;5,1
Tafjord;SN60500;22.04.2008;6,7
Tafjord;SN60500;23.04.2008;7,4
Tafjord;SN60500;24.04.2008;8,5
Tafjord;SN60500;25.04.2008;9,8
Tafjord;SN60500;26.04.2008;9,6
Tafjord;SN60500;27.04.2008;12,4
Tafjord;SN60500;28.04.2008;12,5
Tafjord;SN60500;29.04.2008;13,3
Tafjord;SN60500;30.04.2008;14,7
Tafjord;SN60500;01.05.2008;14,9
Tafjord;SN60500;02.05.2008;9,2
Tafjord;SN60500;03.05.2008;8,9
Tafjord;SN60500;04.05.2008;8,7
Tafjord;SN60500;05.05.2008;9,9
Tafjord;SN60500;06.05.2008;11
Tafjord;SN60500;07.05.2008;10
Tafjord;SN60500;08.05.2008;11,2
Tafjord;SN60500;09.05.2008;11,6
Tafjord;SN60500;10.05.2008;12,1
Tafjord;SN60500;11.05.2008;11,2
Tafjord;SN60500;12.05.2008;8
Tafjord;SN60500;13.05.2008;7,1
Tafjord;SN60500;14.05.2008;8,2
Tafjord;SN60500;15.05.2008;7,6
Tafjord;SN60500;16.05.2008;8,3
Tafjord;SN60500;17.05.2008;7,1
Tafjord;SN60500;18.05.2008;6
Tafjord;SN60500;19.05.2008;4,9
Tafjord;SN60500;20.05.2008;6,6
Tafjord;SN60500;21.05.2008;7,9
Tafjord;SN60500;22.05.2008;8,4
Tafjord;SN60500;23.05.2008;9,1
Tafjord;SN60500;24.05.2008;10,9
Tafjord;SN60500;25.05.2008;12,7
Tafjord;SN60500;26.05.2008;9,4
Tafjord;SN60500;27.05.2008;9,5
Tafjord;SN60500;28.05.2008;12,1
Tafjord;SN60500;29.05.2008;13
Tafjord;SN60500;30.05.2008;13,7
Tafjord;SN60500;31.05.2008;16,9
Tafjord;SN60500;01.06.2008;13,4
Tafjord;SN60500;02.06.2008;14,7
Tafjord;SN60500;03.06.2008;19,3
Tafjord;SN60500;04.06.2008;19,1
Tafjord;SN60500;05.06.2008;14,7
Tafjord;SN60500;06.06.2008;14,9
Tafjord;SN60500;07.06.2008;15,7
Tafjord;SN60500;08.06.2008;14,4
Tafjord;SN60500;09.06.2008;11,2
Tafjord;SN60500;10.06.2008;11
Tafjord;SN60500;11.06.2008;6,9
Tafjord;SN60500;12.06.2008;8,6
Tafjord;SN60500;13.06.2008;10,3
Tafjord;SN60500;14.06.2008;12,6
Tafjord;SN60500;15.06.2008;12,2
Tafjord;SN60500;16.06.2008;12
Tafjord;SN60500;17.06.2008;13
Tafjord;SN60500;18.06.2008;12,9
Tafjord;SN60500;19.06.2008;13,3
Tafjord;SN60500;20.06.2008;15,4
Tafjord;SN60500;21.06.2008;11,3
Tafjord;SN60500;22.06.2008;12,6
Tafjord;SN60500;23.06.2008;10,8
Tafjord;SN60500;24.06.2008;8,8
Tafjord;SN60500;25.06.2008;10,6
Tafjord;SN60500;26.06.2008;10,5
Tafjord;SN60500;27.06.2008;14,1
Tafjord;SN60500;28.06.2008;14,5
Tafjord;SN60500;29.06.2008;12,6
Tafjord;SN60500;30.06.2008;13,8
Tafjord;SN60500;01.07.2008;12,9
Tafjord;SN60500;02.07.2008;15,6
Tafjord;SN60500;03.07.2008;20,8
Tafjord;SN60500;04.07.2008;21,2
Tafjord;SN60500;05.07.2008;17,7
Tafjord;SN60500;06.07.2008;15,4
Tafjord;SN60500;07.07.2008;17,4
Tafjord;SN60500;08.07.2008;16,8
Tafjord;SN60500;09.07.2008;13,3
Tafjord;SN60500;10.07.2008;14,3
Tafjord;SN60500;11.07.2008;14,9
Tafjord;SN60500;12.07.2008;12,7
Tafjord;SN60500;13.07.2008;14,8
Tafjord;SN60500;14.07.2008;13,2
Tafjord;SN60500;15.07.2008;14,7
Tafjord;SN60500;16.07.2008;13,8
Tafjord;SN60500;17.07.2008;11,7
Tafjord;SN60500;18.07.2008;11,7
Tafjord;SN60500;19.07.2008;14,5
Tafjord;SN60500;20.07.2008;16,2
Tafjord;SN60500;21.07.2008;14,3
Tafjord;SN60500;22.07.2008;13,9
Tafjord;SN60500;23.07.2008;15,7
Tafjord;SN60500;24.07.2008;15,6
Tafjord;SN60500;25.07.2008;17,8
Tafjord;SN60500;26.07.2008;19,4
Tafjord;SN60500;27.07.2008;19,4
Tafjord;SN60500;28.07.2008;18,4
Tafjord;SN60500;29.07.2008;18,6
Tafjord;SN60500;30.07.2008;18,7
Tafjord;SN60500;31.07.2008;19,9
Tafjord;SN60500;01.08.2008;18,1
Tafjord;SN60500;02.08.2008;19,6
Tafjord;SN60500;03.08.2008;15,7
Tafjord;SN60500;04.08.2008;17
Tafjord;SN60500;05.08.2008;17,1
Tafjord;SN60500;06.08.2008;16,5
Tafjord;SN60500;07.08.2008;15
Tafjord;SN60500;08.08.2008;14,3
Tafjord;SN60500;09.08.2008;13,5
Tafjord;SN60500;10.08.2008;14,6
Tafjord;SN60500;11.08.2008;17,3
Tafjord;SN60500;12.08.2008;15,8
Tafjord;SN60500;13.08.2008;13,5
Tafjord;SN60500;14.08.2008;13,1
Tafjord;SN60500;15.08.2008;13
Tafjord;SN60500;16.08.2008;12,9
Tafjord;SN60500;17.08.2008;13,3
Tafjord;SN60500;18.08.2008;13,8
Tafjord;SN60500;19.08.2008;15,1
Tafjord;SN60500;20.08.2008;14,2
Tafjord;SN60500;21.08.2008;14,3
Tafjord;SN60500;22.08.2008;13,6
Tafjord;SN60500;23.08.2008;12,6
Tafjord;SN60500;24.08.2008;15,2
Tafjord;SN60500;25.08.2008;19,5
Tafjord;SN60500;26.08.2008;14
Tafjord;SN60500;27.08.2008;11,3
Tafjord;SN60500;28.08.2008;12,4
Tafjord;SN60500;29.08.2008;12,3
Tafjord;SN60500;30.08.2008;12,1
Tafjord;SN60500;31.08.2008;15,3
Tafjord;SN60500;01.09.2008;18,4
Tafjord;SN60500;02.09.2008;14,1
Tafjord;SN60500;03.09.2008;11,1
Tafjord;SN60500;04.09.2008;11,7
Tafjord;SN60500;05.09.2008;11,2
Tafjord;SN60500;06.09.2008;9,6
Tafjord;SN60500;07.09.2008;9,9
Tafjord;SN60500;08.09.2008;11,4
Tafjord;SN60500;09.09.2008;15,9
Tafjord;SN60500;10.09.2008;16,4
Tafjord;SN60500;11.09.2008;17,5
Tafjord;SN60500;12.09.2008;17
Tafjord;SN60500;13.09.2008;14
Tafjord;SN60500;14.09.2008;11,9
Tafjord;SN60500;15.09.2008;11,5
Tafjord;SN60500;16.09.2008;10,6
Tafjord;SN60500;17.09.2008;9,9
Tafjord;SN60500;18.09.2008;13
Tafjord;SN60500;19.09.2008;11,6
Tafjord;SN60500;20.09.2008;10,9
Tafjord;SN60500;21.09.2008;13
Tafjord;SN60500;22.09.2008;12,2
Tafjord;SN60500;23.09.2008;10,3
Tafjord;SN60500;24.09.2008;8,5
Tafjord;SN60500;25.09.2008;8,1
Tafjord;SN60500;26.09.2008;11,5
Tafjord;SN60500;27.09.2008;13,5
Tafjord;SN60500;28.09.2008;7,2
Tafjord;SN60500;29.09.2008;7,2
Tafjord;SN60500;30.09.2008;7,9
Tafjord;SN60500;01.10.2008;6,9
Tafjord;SN60500;02.10.2008;7,4
Tafjord;SN60500;03.10.2008;9,1
Tafjord;SN60500;04.10.2008;6,9
Tafjord;SN60500;05.10.2008;5,4
Tafjord;SN60500;06.10.2008;6,9
Tafjord;SN60500;07.10.2008;7,6
Tafjord;SN60500;08.10.2008;14,8
Tafjord;SN60500;09.10.2008;9,6
Tafjord;SN60500;10.10.2008;14,6
Tafjord;SN60500;11.10.2008;9,9
Tafjord;SN60500;12.10.2008;9,5
Tafjord;SN60500;13.10.2008;10,6
Tafjord;SN60500;14.10.2008;7,2
Tafjord;SN60500;15.10.2008;8,6
Tafjord;SN60500;16.10.2008;7,3
Tafjord;SN60500;17.10.2008;6,9
Tafjord;SN60500;18.10.2008;10,4
